C	0.0	0.0	0.0
C	0.89175	0.89175	0.89175
C	1.7835	1.7835	0.0
C	2.67525	2.67525	0.89175
C	1.7835	0.0	1.7835
C	0.0	1.7835	1.7835
C	2.67525	0.89175	2.67525
C	0.89175	2.67525	2.67525
C	0.0	0.0	3.567
C	0.89175	0.89175	4.45875
C	1.7835	1.7835	3.567
C	2.67525	2.67525	4.45875
C	1.7835	0.0	5.3505
C	0.0	1.7835	5.3505
C	2.67525	0.89175	6.24225
C	0.89175	2.67525	6.24225
C	0.0	3.567	0.0
C	0.89175	4.45875	0.89175
C	1.7835	5.3505	0.0
C	2.67525	6.24225	0.89175
C	1.7835	3.567	1.7835
C	0.0	5.3505	1.7835
C	2.67525	4.45875	2.67525
C	0.89175	6.24225	2.67525
C	0.0	3.567	3.567
C	0.89175	4.45875	4.45875
C	1.7835	5.3505	3.567
C	2.67525	6.24225	4.45875
C	1.7835	3.567	5.3505
C	0.0	5.3505	5.3505
C	2.67525	4.45875	6.24225
C	0.89175	6.24225	6.24225
C	3.567	0.0	0.0
C	4.45875	0.89175	0.89175
C	5.3505	1.7835	0.0
C	6.24225	2.67525	0.89175
C	5.3505	0.0	1.7835
C	3.567	1.7835	1.7835
C	6.24225	0.89175	2.67525
C	4.45875	2.67525	2.67525
C	3.567	0.0	3.567
C	4.45875	0.89175	4.45875
C	5.3505	1.7835	3.567
C	6.24225	2.67525	4.45875
C	5.3505	0.0	5.3505
C	3.567	1.7835	5.3505
C	6.24225	0.89175	6.24225
C	4.45875	2.67525	6.24225
C	3.567	3.567	0.0
C	4.45875	4.45875	0.89175
C	5.3505	5.3505	0.0
C	6.24225	6.24225	0.89175
C	5.3505	3.567	1.7835
C	3.567	5.3505	1.7835
C	6.24225	4.45875	2.67525
C	4.45875	6.24225	2.67525
C	3.567	3.567	3.567
C	4.45875	4.45875	4.45875
C	5.3505	5.3505	3.567
C	6.24225	6.24225	4.45875
C	5.3505	3.567	5.3505
C	3.567	5.3505	5.3505
C	6.24225	4.45875	6.24225
C	4.45875	6.24225	6.24225
